-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in UTC
Location: Latitude  45.8029   Longitude 24.1586 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 508.97 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_LW_DWN      CERES SYN1deg All Sky Surface Longwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
IMERG_PRECTOT          MERRA-2 Total Precipitation (mm/day) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
GWETPROF,2013,0.62,0.67,0.68,0.71,0.6,0.62,0.56,0.51,0.53,0.59,0.6,0.62,0.61
GWETPROF,2014,0.62,0.64,0.62,0.61,0.65,0.62,0.59,0.56,0.52,0.53,0.55,0.62,0.59
GWETPROF,2015,0.66,0.69,0.69,0.66,0.62,0.55,0.53,0.5,0.52,0.59,0.59,0.63,0.6
GWETPROF,2016,0.65,0.68,0.67,0.66,0.67,0.67,0.59,0.55,0.51,0.56,0.64,0.66,0.63
GWETPROF,2017,0.66,0.68,0.66,0.62,0.62,0.59,0.55,0.5,0.51,0.52,0.58,0.65,0.59
GWETPROF,2018,0.68,0.71,0.74,0.71,0.59,0.59,0.66,0.57,0.51,0.49,0.5,0.55,0.61
GWETPROF,2019,0.62,0.67,0.67,0.61,0.65,0.63,0.54,0.52,0.47,0.5,0.53,0.56,0.58
GWETPROF,2020,0.59,0.62,0.65,0.61,0.59,0.67,0.64,0.55,0.53,0.61,0.65,0.67,0.61
GWETPROF,2021,0.72,0.75,0.76,0.76,0.7,0.66,0.56,0.5,0.52,0.53,0.54,0.6,0.63
GWETPROF,2022,0.65,0.66,0.65,0.63,0.59,0.54,0.49,0.5,0.58,0.59,0.59,0.65,0.59
GWETPROF,2023,0.74,0.79,0.79,0.78,0.69,0.63,0.58,0.51,0.5,0.5,0.55,0.6,0.64
GWETPROF,2024,0.63,0.66,0.68,0.63,0.59,0.56,0.51,0.48,0.48,0.54,0.53,0.58,0.57
GWETPROF,2025,0.6,0.6,0.6,0.6,0.61,0.56,0.5,0.51,0.51,0.58,0.6,0.66,0.58
GWETROOT,1981,0.81,0.87,0.89,0.82,0.81,0.66,0.59,0.57,0.58,0.61,0.64,0.7,0.71
GWETROOT,1982,0.77,0.78,0.78,0.77,0.72,0.61,0.59,0.55,0.54,0.53,0.54,0.57,0.65
GWETROOT,1983,0.62,0.65,0.64,0.63,0.58,0.57,0.57,0.53,0.5,0.52,0.52,0.55,0.57
GWETROOT,1984,0.59,0.66,0.69,0.66,0.66,0.61,0.56,0.52,0.52,0.55,0.55,0.58,0.6
GWETROOT,1985,0.6,0.66,0.67,0.63,0.63,0.63,0.59,0.53,0.51,0.48,0.5,0.58,0.58
GWETROOT,1986,0.62,0.64,0.64,0.6,0.55,0.54,0.53,0.49,0.46,0.47,0.49,0.49,0.54
GWETROOT,1987,0.53,0.57,0.58,0.59,0.57,0.55,0.48,0.47,0.46,0.5,0.53,0.62,0.54
GWETROOT,1988,0.66,0.7,0.72,0.75,0.67,0.64,0.55,0.48,0.51,0.52,0.53,0.58,0.61
GWETROOT,1989,0.6,0.6,0.62,0.59,0.62,0.58,0.52,0.5,0.54,0.55,0.55,0.56,0.57
GWETROOT,1990,0.58,0.59,0.57,0.54,0.53,0.52,0.49,0.46,0.46,0.47,0.5,0.53,0.52
GWETROOT,1991,0.56,0.56,0.55,0.53,0.53,0.54,0.59,0.57,0.52,0.54,0.56,0.58,0.55
GWETROOT,1992,0.6,0.62,0.62,0.59,0.53,0.52,0.5,0.47,0.47,0.52,0.56,0.59,0.55
GWETROOT,1993,0.6,0.6,0.62,0.67,0.6,0.53,0.51,0.51,0.55,0.56,0.56,0.61,0.58
GWETROOT,1994,0.65,0.66,0.65,0.63,0.6,0.57,0.51,0.48,0.48,0.52,0.54,0.56,0.57
GWETROOT,1995,0.6,0.65,0.64,0.62,0.61,0.59,0.52,0.49,0.54,0.54,0.57,0.62,0.58
GWETROOT,1996,0.67,0.7,0.7,0.68,0.62,0.54,0.51,0.5,0.56,0.58,0.59,0.64,0.61
GWETROOT,1997,0.68,0.7,0.69,0.74,0.67,0.61,0.58,0.58,0.58,0.59,0.6,0.65,0.64
GWETROOT,1998,0.69,0.71,0.7,0.67,0.63,0.61,0.58,0.5,0.54,0.62,0.66,0.67,0.63
GWETROOT,1999,0.69,0.72,0.73,0.71,0.67,0.57,0.51,0.48,0.52,0.5,0.51,0.55,0.6
GWETROOT,2000,0.57,0.62,0.64,0.62,0.53,0.47,0.49,0.47,0.48,0.46,0.46,0.47,0.52
GWETROOT,2001,0.5,0.52,0.54,0.54,0.53,0.52,0.53,0.49,0.51,0.52,0.55,0.57,0.53
GWETROOT,2002,0.62,0.63,0.6,0.57,0.51,0.52,0.49,0.48,0.47,0.53,0.58,0.6,0.55
GWETROOT,2003,0.65,0.67,0.67,0.65,0.56,0.5,0.49,0.49,0.51,0.58,0.64,0.65,0.59
GWETROOT,2004,0.69,0.74,0.75,0.73,0.68,0.59,0.53,0.56,0.55,0.58,0.63,0.69,0.64
GWETROOT,2005,0.71,0.75,0.8,0.77,0.77,0.68,0.64,0.65,0.64,0.62,0.61,0.69,0.69
GWETROOT,2006,0.72,0.73,0.78,0.8,0.73,0.68,0.6,0.6,0.59,0.58,0.59,0.6,0.67
GWETROOT,2007,0.65,0.68,0.69,0.63,0.58,0.56,0.5,0.56,0.63,0.63,0.71,0.75,0.63
GWETROOT,2008,0.76,0.77,0.76,0.75,0.71,0.64,0.58,0.54,0.54,0.62,0.61,0.67,0.66
GWETROOT,2009,0.7,0.74,0.8,0.73,0.61,0.58,0.6,0.54,0.5,0.53,0.62,0.64,0.63
GWETROOT,2010,0.73,0.78,0.8,0.8,0.74,0.71,0.71,0.63,0.58,0.58,0.59,0.68,0.69
GWETROOT,2011,0.71,0.74,0.75,0.71,0.64,0.6,0.58,0.55,0.47,0.48,0.48,0.49,0.6
GWETROOT,2012,0.52,0.56,0.63,0.63,0.61,0.61,0.49,0.47,0.47,0.5,0.54,0.58,0.55
GWETROOT,2013,0.63,0.69,0.71,0.73,0.62,0.63,0.57,0.52,0.54,0.61,0.61,0.63,0.62
GWETROOT,2014,0.63,0.65,0.64,0.63,0.66,0.63,0.6,0.57,0.53,0.54,0.56,0.64,0.61
GWETROOT,2015,0.68,0.71,0.71,0.68,0.63,0.56,0.53,0.5,0.52,0.6,0.6,0.65,0.61
GWETROOT,2016,0.66,0.7,0.69,0.67,0.68,0.68,0.6,0.55,0.52,0.57,0.66,0.67,0.64
GWETROOT,2017,0.68,0.7,0.68,0.64,0.64,0.6,0.56,0.51,0.51,0.53,0.59,0.67,0.61
GWETROOT,2018,0.7,0.73,0.77,0.73,0.6,0.61,0.68,0.58,0.52,0.5,0.5,0.55,0.62
GWETROOT,2019,0.63,0.69,0.68,0.63,0.66,0.65,0.55,0.52,0.47,0.5,0.53,0.57,0.59
GWETROOT,2020,0.6,0.63,0.67,0.62,0.6,0.68,0.65,0.55,0.53,0.63,0.66,0.68,0.62
GWETROOT,2021,0.74,0.78,0.78,0.78,0.72,0.68,0.57,0.51,0.52,0.53,0.55,0.61,0.65
GWETROOT,2022,0.67,0.68,0.67,0.64,0.6,0.55,0.49,0.5,0.59,0.6,0.61,0.67,0.61
GWETROOT,2023,0.77,0.82,0.82,0.81,0.71,0.65,0.59,0.52,0.51,0.5,0.56,0.61,0.65
GWETROOT,2024,0.65,0.68,0.7,0.64,0.61,0.56,0.52,0.48,0.49,0.54,0.53,0.59,0.58
GWETROOT,2025,0.61,0.61,0.61,0.62,0.62,0.57,0.5,0.52,0.51,0.59,0.61,0.68,0.59
GWETTOP,1981,0.83,0.87,0.87,0.83,0.82,0.68,0.59,0.55,0.58,0.61,0.66,0.73,0.72
GWETTOP,1982,0.79,0.81,0.8,0.79,0.74,0.62,0.58,0.54,0.52,0.51,0.52,0.56,0.65
GWETTOP,1983,0.62,0.66,0.66,0.64,0.57,0.56,0.55,0.51,0.48,0.5,0.5,0.53,0.56
GWETTOP,1984,0.59,0.68,0.72,0.68,0.68,0.61,0.54,0.5,0.51,0.53,0.54,0.57,0.6
GWETTOP,1985,0.6,0.68,0.68,0.64,0.64,0.64,0.58,0.51,0.49,0.46,0.49,0.57,0.58
GWETTOP,1986,0.63,0.65,0.65,0.6,0.53,0.52,0.51,0.45,0.3,0.4,0.48,0.48,0.52
GWETTOP,1987,0.52,0.56,0.57,0.58,0.56,0.53,0.42,0.43,0.31,0.49,0.52,0.62,0.51
GWETTOP,1988,0.68,0.73,0.75,0.78,0.69,0.65,0.53,0.45,0.5,0.5,0.51,0.57,0.61
GWETTOP,1989,0.59,0.6,0.63,0.58,0.62,0.56,0.49,0.48,0.52,0.53,0.53,0.55,0.56
GWETTOP,1990,0.56,0.58,0.56,0.52,0.5,0.5,0.46,0.32,0.36,0.43,0.48,0.51,0.48
GWETTOP,1991,0.54,0.54,0.53,0.51,0.52,0.52,0.59,0.55,0.5,0.52,0.55,0.57,0.54
GWETTOP,1992,0.6,0.63,0.62,0.58,0.5,0.51,0.48,0.36,0.4,0.51,0.55,0.58,0.53
GWETTOP,1993,0.59,0.59,0.63,0.69,0.6,0.51,0.49,0.5,0.54,0.54,0.55,0.61,0.57
GWETTOP,1994,0.67,0.68,0.66,0.64,0.59,0.55,0.49,0.43,0.43,0.51,0.52,0.54,0.56
GWETTOP,1995,0.6,0.66,0.65,0.63,0.62,0.57,0.49,0.47,0.52,0.52,0.57,0.63,0.58
GWETTOP,1996,0.7,0.73,0.73,0.7,0.63,0.52,0.49,0.47,0.55,0.57,0.58,0.65,0.61
GWETTOP,1997,0.71,0.73,0.72,0.78,0.69,0.62,0.57,0.57,0.56,0.59,0.6,0.66,0.65
GWETTOP,1998,0.73,0.74,0.73,0.69,0.64,0.61,0.56,0.47,0.53,0.63,0.67,0.69,0.64
GWETTOP,1999,0.72,0.76,0.76,0.74,0.69,0.56,0.49,0.44,0.5,0.49,0.5,0.53,0.6
GWETTOP,2000,0.56,0.63,0.66,0.63,0.5,0.37,0.39,0.33,0.45,0.32,0.34,0.43,0.47
GWETTOP,2001,0.48,0.5,0.53,0.52,0.51,0.51,0.51,0.47,0.49,0.5,0.53,0.56,0.51
GWETTOP,2002,0.62,0.64,0.59,0.56,0.49,0.5,0.46,0.45,0.4,0.51,0.57,0.6,0.53
GWETTOP,2003,0.67,0.7,0.69,0.67,0.54,0.47,0.47,0.44,0.5,0.58,0.66,0.67,0.59
GWETTOP,2004,0.72,0.77,0.78,0.76,0.7,0.57,0.51,0.54,0.53,0.56,0.64,0.72,0.65
GWETTOP,2005,0.74,0.78,0.82,0.8,0.8,0.7,0.66,0.68,0.66,0.62,0.6,0.72,0.71
GWETTOP,2006,0.75,0.77,0.8,0.81,0.75,0.7,0.6,0.6,0.59,0.57,0.58,0.59,0.68
GWETTOP,2007,0.67,0.71,0.71,0.64,0.57,0.54,0.46,0.55,0.65,0.64,0.75,0.78,0.64
GWETTOP,2008,0.79,0.8,0.79,0.78,0.73,0.66,0.57,0.52,0.52,0.63,0.62,0.7,0.68
GWETTOP,2009,0.73,0.77,0.82,0.75,0.61,0.57,0.6,0.52,0.48,0.53,0.62,0.66,0.64
GWETTOP,2010,0.77,0.8,0.81,0.82,0.77,0.74,0.73,0.63,0.56,0.56,0.58,0.71,0.71
GWETTOP,2011,0.75,0.77,0.78,0.74,0.65,0.61,0.57,0.53,0.39,0.43,0.47,0.49,0.6
GWETTOP,2012,0.51,0.56,0.64,0.64,0.62,0.61,0.45,0.41,0.37,0.49,0.52,0.57,0.53
GWETTOP,2013,0.64,0.72,0.74,0.76,0.62,0.64,0.55,0.5,0.52,0.61,0.61,0.64,0.63
GWETTOP,2014,0.64,0.67,0.65,0.64,0.69,0.64,0.6,0.56,0.51,0.52,0.55,0.66,0.61
GWETTOP,2015,0.71,0.74,0.74,0.7,0.64,0.55,0.51,0.47,0.51,0.6,0.6,0.67,0.62
GWETTOP,2016,0.69,0.73,0.72,0.7,0.72,0.72,0.59,0.53,0.5,0.57,0.68,0.7,0.65
GWETTOP,2017,0.71,0.73,0.7,0.65,0.65,0.6,0.54,0.49,0.5,0.52,0.59,0.69,0.61
GWETTOP,2018,0.73,0.76,0.79,0.75,0.6,0.62,0.72,0.57,0.5,0.48,0.49,0.54,0.63
GWETTOP,2019,0.64,0.72,0.71,0.63,0.69,0.66,0.53,0.5,0.38,0.49,0.52,0.56,0.59
GWETTOP,2020,0.59,0.64,0.69,0.62,0.6,0.71,0.68,0.53,0.51,0.64,0.69,0.72,0.64
GWETTOP,2021,0.78,0.8,0.81,0.8,0.75,0.7,0.55,0.49,0.5,0.51,0.53,0.62,0.65
GWETTOP,2022,0.7,0.7,0.69,0.66,0.59,0.52,0.44,0.49,0.59,0.6,0.61,0.69,0.61
GWETTOP,2023,0.8,0.84,0.83,0.83,0.74,0.67,0.58,0.49,0.49,0.48,0.55,0.62,0.66
GWETTOP,2024,0.66,0.7,0.72,0.65,0.6,0.54,0.5,0.43,0.44,0.52,0.52,0.59,0.57
GWETTOP,2025,0.61,0.61,0.61,0.62,0.63,0.55,0.48,0.49,0.49,0.59,0.62,0.71,0.58
IMERG_PRECTOT,1981,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1982,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1983,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1984,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1985,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1986,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1987,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1988,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1989,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1990,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1991,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1992,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1993,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1994,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1996,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1997,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,1998,1.56,0.41,0.86,1.9,3.47,5.53,4.52,2.05,3.57,3.06,1.45,0.27,2.39
IMERG_PRECTOT,1999,0.38,0.71,0.59,3.16,2.54,3.81,3.83,2.8,2.04,2.01,0.42,1.71,2.0
IMERG_PRECTOT,2000,0.47,0.94,1.28,1.35,1.62,1.25,3.04,1.07,2.42,0.09,0.42,1.3,1.27
IMERG_PRECTOT,2001,0.59,0.84,1.72,3.39,1.8,4.9,4.32,1.92,5.09,0.48,2.13,0.42,2.3
IMERG_PRECTOT,2002,0.48,0.53,0.35,1.44,1.62,3.2,4.37,4.23,2.88,1.69,1.77,1.7,2.02
IMERG_PRECTOT,2003,1.66,0.55,0.94,1.85,1.63,0.89,3.94,0.63,2.91,3.93,1.27,1.08,1.77
IMERG_PRECTOT,2004,1.22,1.55,0.69,2.39,2.42,2.54,4.37,3.14,2.69,1.24,3.02,1.14,2.2
IMERG_PRECTOT,2005,1.06,2.16,1.39,2.91,3.62,3.39,5.09,6.15,2.63,0.3,1.19,2.24,2.68
IMERG_PRECTOT,2006,1.01,1.22,2.79,2.43,2.58,4.26,2.29,5.89,1.38,1.24,0.89,1.07,2.25
IMERG_PRECTOT,2007,1.94,1.13,1.21,0.66,4.04,2.41,2.44,6.12,4.0,2.62,1.82,0.93,2.44
IMERG_PRECTOT,2008,0.8,0.21,1.52,2.88,3.25,2.99,4.44,0.93,2.74,2.52,1.35,1.76,2.12
IMERG_PRECTOT,2009,0.68,0.85,1.33,0.5,2.27,4.29,3.52,2.73,0.47,3.74,2.15,2.45,2.08
IMERG_PRECTOT,2010,1.47,2.15,2.26,2.48,4.14,5.67,3.91,2.79,1.91,1.57,2.26,3.02,2.8
IMERG_PRECTOT,2011,0.92,1.48,0.83,1.79,2.43,5.13,3.79,0.39,0.3,0.87,0.05,1.14,1.59
IMERG_PRECTOT,2012,1.47,0.54,0.58,3.26,5.6,2.31,1.5,1.18,1.22,1.97,1.14,2.06,1.9
IMERG_PRECTOT,2013,1.02,1.17,1.94,2.14,3.11,3.88,1.57,3.21,3.26,2.55,1.93,0.35,2.18
IMERG_PRECTOT,2014,0.57,0.54,1.08,3.59,4.67,3.33,5.45,2.52,1.54,2.31,1.2,1.97,2.4
IMERG_PRECTOT,2015,0.88,0.99,1.75,1.87,2.53,3.81,1.44,2.58,4.33,1.8,1.67,0.08,1.98
IMERG_PRECTOT,2016,1.23,1.73,2.18,3.47,4.1,5.12,3.95,2.52,1.54,2.94,2.52,0.9,2.68
IMERG_PRECTOT,2017,0.49,1.37,1.0,2.21,4.09,2.8,3.64,2.37,2.56,2.44,1.99,1.27,2.19
IMERG_PRECTOT,2018,1.74,0.51,2.85,0.8,2.6,6.88,5.23,1.3,1.14,0.81,1.09,1.49,2.2
IMERG_PRECTOT,2019,1.93,0.9,0.6,2.06,4.77,3.61,2.35,2.17,0.96,1.39,1.91,1.37,2.0
IMERG_PRECTOT,2020,0.42,2.12,1.78,0.54,3.31,6.37,3.39,1.92,2.43,2.63,0.42,1.33,2.22
IMERG_PRECTOT,2021,1.63,0.24,2.26,2.15,3.91,2.92,3.19,2.74,1.73,0.74,1.39,3.32,2.18
IMERG_PRECTOT,2022,1.11,0.74,0.65,3.03,2.74,1.55,2.53,3.55,4.66,0.75,2.15,1.56,2.09
IMERG_PRECTOT,2023,2.58,0.64,0.69,2.13,2.06,4.69,3.63,2.54,2.06,0.88,3.23,0.26,2.12
IMERG_PRECTOT,2024,0.61,1.99,1.8,1.77,2.35,2.73,2.75,1.43,2.93,0.65,1.31,0.44,1.73
IMERG_PRECTOT,2025,0.42,0.21,2.69,1.5,4.51,0.74,4.4,2.08,1.86,2.67,2.25,0.38,2.03
PRECTOTCORR,1981,1.84,0.84,1.38,1.99,2.54,2.66,4.26,1.45,2.93,2.15,1.26,2.02,2.12
PRECTOTCORR,1982,1.29,0.86,0.86,3.32,1.17,2.96,3.2,2.97,0.62,0.83,0.96,1.0,1.67
PRECTOTCORR,1983,1.09,0.85,1.26,1.28,2.08,3.43,2.28,1.56,1.49,0.74,0.78,0.81,1.47
PRECTOTCORR,1984,1.6,1.4,1.33,1.22,3.94,2.31,2.19,1.91,2.26,0.84,0.99,0.86,1.74
PRECTOTCORR,1985,0.99,1.29,0.29,2.26,2.42,4.52,1.47,2.73,0.62,0.28,2.11,0.89,1.65
PRECTOTCORR,1986,0.83,1.11,0.52,1.37,1.29,2.73,2.59,0.8,0.38,0.78,0.22,0.73,1.11
PRECTOTCORR,1987,1.29,0.53,0.81,1.39,2.59,0.93,1.03,1.34,0.85,1.01,1.67,1.71,1.27
PRECTOTCORR,1988,1.42,1.12,2.21,2.38,1.92,2.85,2.0,0.96,1.85,0.99,0.77,1.29,1.65
PRECTOTCORR,1989,0.21,0.8,0.87,1.98,2.65,2.35,0.83,2.48,1.85,0.88,0.74,0.39,1.34
PRECTOTCORR,1990,0.43,0.73,0.39,1.18,1.13,1.58,1.54,0.58,0.65,1.01,0.42,1.16,0.9
PRECTOTCORR,1991,0.3,0.62,0.3,0.78,2.31,2.65,5.03,1.79,1.1,1.43,0.99,0.61,1.5
PRECTOTCORR,1992,0.53,0.8,0.27,1.16,0.83,2.53,1.46,0.66,1.19,2.14,0.8,0.59,1.08
PRECTOTCORR,1993,0.41,0.83,1.58,1.79,1.55,1.52,2.23,2.71,2.36,0.67,1.27,1.48,1.54
PRECTOTCORR,1994,0.82,0.2,1.12,1.5,1.98,2.43,2.01,1.47,1.07,1.81,0.57,0.9,1.33
PRECTOTCORR,1995,1.38,0.78,1.03,1.08,2.79,3.4,0.85,2.84,2.25,0.11,1.92,1.51,1.66
PRECTOTCORR,1996,0.84,1.15,0.85,0.98,2.45,1.92,1.32,2.4,3.0,0.9,0.91,1.73,1.54
PRECTOTCORR,1997,0.38,1.08,1.33,3.26,1.74,2.84,3.96,3.13,1.45,1.61,0.81,1.58,1.94
PRECTOTCORR,1998,1.13,0.32,1.32,1.5,2.5,4.15,2.78,1.54,2.79,2.7,1.1,0.48,1.87
PRECTOTCORR,1999,0.75,1.73,0.46,3.0,1.58,2.5,1.59,1.33,1.76,1.11,0.76,1.44,1.49
PRECTOTCORR,2000,0.69,0.57,1.85,0.59,0.53,0.64,1.76,0.57,1.2,0.07,0.18,0.62,0.77
PRECTOTCORR,2001,0.68,0.65,1.07,1.72,1.1,3.03,2.51,1.1,2.59,0.77,1.89,0.59,1.47
PRECTOTCORR,2002,0.34,0.35,0.44,0.99,1.09,2.33,2.15,1.07,1.65,1.24,1.59,1.16,1.2
PRECTOTCORR,2003,1.15,0.61,0.38,1.82,1.49,0.77,3.24,0.62,2.4,3.08,0.87,0.73,1.44
PRECTOTCORR,2004,1.73,1.35,1.03,2.6,2.09,1.49,3.81,2.29,2.3,1.14,2.8,0.74,1.95
PRECTOTCORR,2005,1.54,1.72,1.19,3.04,3.34,2.75,4.41,5.81,2.2,0.4,1.53,1.64,2.47
PRECTOTCORR,2006,0.82,0.98,2.43,2.58,2.51,3.25,2.87,5.63,1.32,1.11,0.59,0.79,2.08
PRECTOTCORR,2007,1.23,1.4,1.55,0.73,3.17,1.72,1.93,5.0,3.24,2.52,1.97,0.91,2.12
PRECTOTCORR,2008,0.68,0.51,1.68,2.69,2.66,3.61,4.6,1.11,2.19,2.55,1.02,1.64,2.08
PRECTOTCORR,2009,1.03,1.78,1.77,0.62,1.88,3.72,3.8,2.21,0.61,2.94,1.28,1.73,1.95
PRECTOTCORR,2010,1.77,1.53,1.74,2.49,3.43,5.76,3.48,2.91,1.53,1.24,1.39,2.36,2.47
PRECTOTCORR,2011,0.91,1.24,1.02,1.44,1.95,4.74,3.74,1.02,0.26,0.86,0.05,0.9,1.51
PRECTOTCORR,2012,1.76,1.42,0.68,2.31,4.16,2.7,1.48,1.04,1.03,1.56,0.78,1.67,1.72
PRECTOTCORR,2013,1.3,1.13,1.96,1.77,3.08,4.16,1.4,2.83,1.86,2.01,1.17,0.21,1.91
PRECTOTCORR,2014,0.83,0.56,0.82,2.85,4.0,3.33,4.35,2.2,1.24,1.57,1.34,1.61,2.07
PRECTOTCORR,2015,0.97,0.93,1.4,1.52,2.32,3.58,1.2,2.17,3.44,1.34,1.5,0.26,1.72
PRECTOTCORR,2016,1.07,0.99,1.25,3.19,3.56,4.7,2.99,2.29,1.42,2.71,1.86,0.54,2.21
PRECTOTCORR,2017,0.46,0.83,0.84,1.87,3.37,3.09,3.21,1.82,2.03,2.0,1.45,1.37,1.87
PRECTOTCORR,2018,1.21,1.3,2.31,0.9,1.79,6.48,4.61,0.98,1.13,0.7,0.8,2.03,2.02
PRECTOTCORR,2019,1.58,0.95,0.85,1.6,4.74,3.09,2.0,2.09,0.76,1.31,1.48,1.02,1.8
PRECTOTCORR,2020,0.27,1.65,1.9,0.74,3.13,6.64,3.31,1.81,2.85,2.68,0.59,1.45,2.25
PRECTOTCORR,2021,1.59,0.94,1.98,2.03,3.75,2.38,2.97,2.29,1.6,0.48,1.1,2.48,1.98
PRECTOTCORR,2022,0.62,0.54,0.61,2.47,2.39,1.19,2.02,2.91,3.57,0.88,1.86,0.95,1.67
PRECTOTCORR,2023,3.82,1.4,0.96,2.31,1.45,4.43,2.55,1.63,1.49,0.96,2.28,0.92,2.02
PRECTOTCORR,2024,0.99,1.36,1.71,1.88,2.48,2.22,2.55,1.4,2.57,0.6,1.27,0.91,1.66
PRECTOTCORR,2025,0.37,0.31,1.89,1.33,4.51,0.5,3.76,1.81,1.5,2.62,2.45,0.19,1.79
PS,1981,95.44,95.72,95.28,95.55,95.5,95.64,95.57,95.78,95.87,95.66,95.76,94.56,95.52
PS,1982,95.83,96.12,95.78,95.28,96.0,95.54,95.58,95.64,96.1,95.85,96.22,95.52,95.79
PS,1983,96.01,95.54,95.6,95.35,95.32,95.71,95.55,95.68,95.85,96.18,95.87,95.99,95.72
PS,1984,95.41,95.93,95.35,95.48,95.16,95.57,95.71,95.76,95.43,96.13,95.85,96.35,95.68
PS,1985,95.28,95.57,95.72,95.19,95.32,95.37,95.77,95.62,96.02,96.37,95.57,95.79,95.63
PS,1986,95.11,95.35,95.94,95.23,95.83,95.43,95.68,95.66,96.02,96.12,96.4,95.74,95.71
PS,1987,95.4,95.59,95.47,95.62,95.2,95.62,95.64,95.65,95.89,96.35,95.62,95.9,95.66
PS,1988,95.69,95.36,94.87,95.58,95.6,95.26,95.67,95.62,95.82,96.21,95.95,95.69,95.61
