Area,Element,Year,Unit,Value
Portugal,Production,2012,tonnes,220761.0
Portugal,Production,2013,tonnes,287314.0
Portugal,Production,2014,tonnes,273721.0
Portugal,Production,2015,tonnes,324994.0
Portugal,Production,2016,tonnes,241611.0
Portugal,Production,2017,tonnes,329371.0
Portugal,Production,2018,tonnes,263960.0
Portugal,Production,2019,tonnes,355700.0
Republic of Korea,Area harvested,2005,ha,26907.0
Republic of Korea,Area harvested,2006,ha,28312.0
Republic of Korea,Area harvested,2007,ha,29358.0
Republic of Korea,Area harvested,2008,ha,30006.0
Republic of Korea,Area harvested,2009,ha,30451.0
Republic of Korea,Area harvested,2010,ha,30992.0
Republic of Korea,Area harvested,2011,ha,31167.0
Republic of Korea,Area harvested,2012,ha,30734.0
Republic of Korea,Area harvested,2013,ha,30449.0
Republic of Korea,Area harvested,2014,ha,30702.0
Republic of Korea,Area harvested,2015,ha,31620.0
Republic of Korea,Area harvested,2016,ha,33300.0
Republic of Korea,Area harvested,2017,ha,33601.0
Republic of Korea,Area harvested,2018,ha,33234.0
Republic of Korea,Area harvested,2019,ha,32954.0
Republic of Korea,Yield,2005,hg/ha,136588.0
Republic of Korea,Yield,2006,hg/ha,143975.0
Republic of Korea,Yield,2007,hg/ha,148405.0
Republic of Korea,Yield,2008,hg/ha,156924.0
Republic of Korea,Yield,2009,hg/ha,162389.0
Republic of Korea,Yield,2010,hg/ha,148517.0
Republic of Korea,Yield,2011,hg/ha,121777.0
Republic of Korea,Yield,2012,hg/ha,128391.0
Republic of Korea,Yield,2013,hg/ha,162140.0
Republic of Korea,Yield,2014,hg/ha,154619.0
Republic of Korea,Yield,2015,hg/ha,184328.0
Republic of Korea,Yield,2016,hg/ha,173084.0
Republic of Korea,Yield,2017,hg/ha,162301.0
Republic of Korea,Yield,2018,hg/ha,143017.0
Republic of Korea,Yield,2019,hg/ha,162446.0
Republic of Korea,Production,2005,tonnes,367517.0
Republic of Korea,Production,2006,tonnes,407621.0
Republic of Korea,Production,2007,tonnes,435686.0
Republic of Korea,Production,2008,tonnes,470865.0
Republic of Korea,Production,2009,tonnes,494491.0
Republic of Korea,Production,2010,tonnes,460285.0
Republic of Korea,Production,2011,tonnes,379541.0
Republic of Korea,Production,2012,tonnes,394596.0
Republic of Korea,Production,2013,tonnes,493701.0
Republic of Korea,Production,2014,tonnes,474712.0
Republic of Korea,Production,2015,tonnes,582846.0
Republic of Korea,Production,2016,tonnes,576369.0
Republic of Korea,Production,2017,tonnes,545349.0
Republic of Korea,Production,2018,tonnes,475303.0
Republic of Korea,Production,2019,tonnes,535324.0
Republic of Moldova,Area harvested,2005,ha,64477.0
Republic of Moldova,Area harvested,2006,ha,63627.0
Republic of Moldova,Area harvested,2007,ha,62693.0
Republic of Moldova,Area harvested,2008,ha,61069.0
Republic of Moldova,Area harvested,2009,ha,58413.0
Republic of Moldova,Area harvested,2010,ha,57355.0
Republic of Moldova,Area harvested,2011,ha,55790.0
Republic of Moldova,Area harvested,2012,ha,55638.0
Republic of Moldova,Area harvested,2013,ha,53849.0
Republic of Moldova,Area harvested,2014,ha,44459.0
Republic of Moldova,Area harvested,2015,ha,54552.0
Republic of Moldova,Area harvested,2016,ha,52454.0
Republic of Moldova,Area harvested,2017,ha,52737.0
Republic of Moldova,Area harvested,2018,ha,51135.0
Republic of Moldova,Area harvested,2019,ha,51130.0
Republic of Moldova,Yield,2005,hg/ha,43181.0
Republic of Moldova,Yield,2006,hg/ha,31872.0
Republic of Moldova,Yield,2007,hg/ha,34803.0
Republic of Moldova,Yield,2008,hg/ha,41770.0
Republic of Moldova,Yield,2009,hg/ha,35881.0
Republic of Moldova,Yield,2010,hg/ha,36248.0
Republic of Moldova,Yield,2011,hg/ha,48188.0
Republic of Moldova,Yield,2012,hg/ha,50658.0
Republic of Moldova,Yield,2013,hg/ha,57057.0
Republic of Moldova,Yield,2014,hg/ha,83228.0
Republic of Moldova,Yield,2015,hg/ha,56398.0
Republic of Moldova,Yield,2016,hg/ha,78501.0
Republic of Moldova,Yield,2017,hg/ha,92376.0
Republic of Moldova,Yield,2018,hg/ha,130084.0
Republic of Moldova,Yield,2019,hg/ha,119484.0
Republic of Moldova,Production,2005,tonnes,278421.0
Republic of Moldova,Production,2006,tonnes,202790.0
Republic of Moldova,Production,2007,tonnes,218189.0
Republic of Moldova,Production,2008,tonnes,255086.0
Republic of Moldova,Production,2009,tonnes,209594.0
Republic of Moldova,Production,2010,tonnes,207903.0
Republic of Moldova,Production,2011,tonnes,268842.0
Republic of Moldova,Production,2012,tonnes,281849.0
Republic of Moldova,Production,2013,tonnes,307246.0
Republic of Moldova,Production,2014,tonnes,370024.0
Republic of Moldova,Production,2015,tonnes,307660.0
Republic of Moldova,Production,2016,tonnes,411768.0
Republic of Moldova,Production,2017,tonnes,487161.0
Republic of Moldova,Production,2018,tonnes,665184.0
Republic of Moldova,Production,2019,tonnes,610921.0
Réunion,Area harvested,2005,ha,6.0
Réunion,Area harvested,2006,ha,7.0
Réunion,Yield,2005,hg/ha,90000.0
Réunion,Yield,2006,hg/ha,100000.0
Réunion,Production,2005,tonnes,54.0
Réunion,Production,2006,tonnes,70.0
Romania,Area harvested,2005,ha,81672.0
Romania,Area harvested,2006,ha,59298.0
Romania,Area harvested,2007,ha,59017.0
Romania,Area harvested,2008,ha,54704.0
Romania,Area harvested,2009,ha,52637.0
Romania,Area harvested,2010,ha,56373.0
Romania,Area harvested,2011,ha,52722.0
Romania,Area harvested,2012,ha,55366.0
Romania,Area harvested,2013,ha,60276.0
Romania,Area harvested,2014,ha,56130.0
Romania,Area harvested,2015,ha,55883.0
Romania,Area harvested,2016,ha,55528.0
Romania,Area harvested,2017,ha,55597.0
Romania,Area harvested,2018,ha,53940.0
Romania,Area harvested,2019,ha,52740.0
Romania,Yield,2005,hg/ha,78115.0
Romania,Yield,2006,hg/ha,99567.0
Romania,Yield,2007,hg/ha,80548.0
Romania,Yield,2008,hg/ha,83909.0
Romania,Yield,2009,hg/ha,98313.0
Romania,Yield,2010,hg/ha,98072.0
Romania,Yield,2011,hg/ha,117667.0
Romania,Yield,2012,hg/ha,83614.0
Romania,Yield,2013,hg/ha,85205.0
Romania,Yield,2014,hg/ha,91430.0
Romania,Yield,2015,hg/ha,85189.0
Romania,Yield,2016,hg/ha,84148.0
Romania,Yield,2017,hg/ha,62711.0
Romania,Yield,2018,hg/ha,117681.0
Romania,Yield,2019,hg/ha,93421.0
Romania,Production,2005,tonnes,637979.0
Romania,Production,2006,tonnes,590413.0
Romania,Production,2007,tonnes,475370.0
Romania,Production,2008,tonnes,459016.0
Romania,Production,2009,tonnes,517491.0
Romania,Production,2010,tonnes,552860.0
Romania,Production,2011,tonnes,620362.0
Romania,Production,2012,tonnes,462935.0
Romania,Production,2013,tonnes,513580.0
Romania,Production,2014,tonnes,513195.0
Romania,Production,2015,tonnes,476059.0
Romania,Production,2016,tonnes,467259.0
Romania,Production,2017,tonnes,348656.0
Romania,Production,2018,tonnes,634770.0
Romania,Production,2019,tonnes,492700.0
Russian Federation,Area harvested,2005,ha,401000.0
Russian Federation,Area harvested,2006,ha,373800.0
Russian Federation,Area harvested,2007,ha,364000.0
Russian Federation,Area harvested,2008,ha,199500.0
Russian Federation,Area harvested,2009,ha,196600.0
Russian Federation,Area harvested,2010,ha,192000.0
Russian Federation,Area harvested,2011,ha,188000.0
Russian Federation,Area harvested,2012,ha,182000.0
Russian Federation,Area harvested,2013,ha,188000.0
Russian Federation,Area harvested,2014,ha,183000.0
Russian Federation,Area harvested,2015,ha,188000.0
Russian Federation,Area harvested,2016,ha,197329.0
Russian Federation,Area harvested,2017,ha,171008.0
Russian Federation,Area harvested,2018,ha,206429.0
Russian Federation,Area harvested,2019,ha,210822.0
Russian Federation,Yield,2005,hg/ha,44539.0
Russian Federation,Yield,2006,hg/ha,43499.0
Russian Federation,Yield,2007,hg/ha,64341.0
Russian Federation,Yield,2008,hg/ha,56261.0
Russian Federation,Yield,2009,hg/ha,73306.0
Russian Federation,Yield,2010,hg/ha,51667.0
Russian Federation,Yield,2011,hg/ha,63723.0
Russian Federation,Yield,2012,hg/ha,77088.0
Russian Federation,Yield,2013,hg/ha,83670.0
Russian Federation,Yield,2014,hg/ha,88743.0
Russian Federation,Yield,2015,hg/ha,85782.0
Russian Federation,Yield,2016,hg/ha,86206.0
Russian Federation,Yield,2017,hg/ha,87341.0
Russian Federation,Yield,2018,hg/ha,90075.0
Russian Federation,Yield,2019,hg/ha,92533.0
Russian Federation,Production,2005,tonnes,1786000.0
Russian Federation,Production,2006,tonnes,1626000.0
Russian Federation,Production,2007,tonnes,2342000.0
Russian Federation,Production,2008,tonnes,1122400.0
Russian Federation,Production,2009,tonnes,1441200.0
Russian Federation,Production,2010,tonnes,992000.0
Russian Federation,Production,2011,tonnes,1198000.0
Russian Federation,Production,2012,tonnes,1403000.0
Russian Federation,Production,2013,tonnes,1573000.0
Russian Federation,Production,2014,tonnes,1624000.0
Russian Federation,Production,2015,tonnes,1612700.0
Russian Federation,Production,2016,tonnes,1701100.0
Russian Federation,Production,2017,tonnes,1493600.0
Russian Federation,Production,2018,tonnes,1859400.0
Russian Federation,Production,2019,tonnes,1950800.0
Saint Vincent and the Grenadines,Area harvested,2005,ha,310.0
Saint Vincent and the Grenadines,Area harvested,2006,ha,320.0
Saint Vincent and the Grenadines,Area harvested,2007,ha,320.0
Saint Vincent and the Grenadines,Area harvested,2008,ha,350.0
Saint Vincent and the Grenadines,Area harvested,2009,ha,360.0
Saint Vincent and the Grenadines,Area harvested,2010,ha,200.0
Saint Vincent and the Grenadines,Area harvested,2011,ha,251.0
Saint Vincent and the Grenadines,Area harvested,2012,ha,230.0
Saint Vincent and the Grenadines,Area harvested,2013,ha,225.0
Saint Vincent and the Grenadines,Area harvested,2014,ha,192.0
Saint Vincent and the Grenadines,Area harvested,2015,ha,193.0
Saint Vincent and the Grenadines,Area harvested,2016,ha,196.0
Saint Vincent and the Grenadines,Area harvested,2017,ha,328.0
Saint Vincent and the Grenadines,Area harvested,2018,ha,332.0
Saint Vincent and the Grenadines,Area harvested,2019,ha,266.0
Saint Vincent and the Grenadines,Yield,2005,hg/ha,40323.0
Saint Vincent and the Grenadines,Yield,2006,hg/ha,39063.0
Saint Vincent and the Grenadines,Yield,2007,hg/ha,40625.0
Saint Vincent and the Grenadines,Yield,2008,hg/ha,40000.0
Saint Vincent and the Grenadines,Yield,2009,hg/ha,45472.0
Saint Vincent and the Grenadines,Yield,2010,hg/ha,52900.0
Saint Vincent and the Grenadines,Yield,2011,hg/ha,48207.0
Saint Vincent and the Grenadines,Yield,2012,hg/ha,52000.0
Saint Vincent and the Grenadines,Yield,2013,hg/ha,51067.0
Saint Vincent and the Grenadines,Yield,2014,hg/ha,51563.0
Saint Vincent and the Grenadines,Yield,2015,hg/ha,52902.0
Saint Vincent and the Grenadines,Yield,2016,hg/ha,53367.0
Saint Vincent and the Grenadines,Yield,2017,hg/ha,54085.0
Saint Vincent and the Grenadines,Yield,2018,hg/ha,55000.0
Saint Vincent and the Grenadines,Yield,2019,hg/ha,55714.0
Saint Vincent and the Grenadines,Production,2005,tonnes,1250.0
Saint Vincent and the Grenadines,Production,2006,tonnes,1250.0
Saint Vincent and the Grenadines,Production,2007,tonnes,1300.0
Saint Vincent and the Grenadines,Production,2008,tonnes,1400.0
Saint Vincent and the Grenadines,Production,2009,tonnes,1637.0
Saint Vincent and the Grenadines,Production,2010,tonnes,1058.0
Saint Vincent and the Grenadines,Production,2011,tonnes,1210.0
Saint Vincent and the Grenadines,Production,2012,tonnes,1196.0
Saint Vincent and the Grenadines,Production,2013,tonnes,1149.0
Saint Vincent and the Grenadines,Production,2014,tonnes,990.0
Saint Vincent and the Grenadines,Production,2015,tonnes,1021.0
Saint Vincent and the Grenadines,Production,2016,tonnes,1046.0
Saint Vincent and the Grenadines,Production,2017,tonnes,1774.0
Saint Vincent and the Grenadines,Production,2018,tonnes,1826.0
Saint Vincent and the Grenadines,Production,2019,tonnes,1482.0
Serbia,Area harvested,2006,ha,24000.0
Serbia,Area harvested,2007,ha,25000.0
Serbia,Area harvested,2008,ha,23000.0
Serbia,Area harvested,2009,ha,28000.0
Serbia,Area harvested,2010,ha,24000.0
Serbia,Area harvested,2011,ha,26600.0
Serbia,Area harvested,2012,ha,24400.0
Serbia,Area harvested,2013,ha,23737.0
Serbia,Area harvested,2014,ha,23737.0
Serbia,Area harvested,2015,ha,24703.0
Serbia,Area harvested,2016,ha,24818.0
Serbia,Area harvested,2017,ha,25134.0
Serbia,Area harvested,2018,ha,25917.0
Serbia,Area harvested,2019,ha,26089.0
Serbia,Yield,2006,hg/ha,100133.0
Serbia,Yield,2007,hg/ha,98091.0
Serbia,Yield,2008,hg/ha,102435.0
Serbia,Yield,2009,hg/ha,100667.0
Serbia,Yield,2010,hg/ha,99977.0
Serbia,Yield,2011,hg/ha,99841.0
Serbia,Yield,2012,hg/ha,99995.0
Serbia,Yield,2013,hg/ha,193120.0
Serbia,Yield,2014,hg/ha,141683.0
Serbia,Yield,2015,hg/ha,174780.0
Serbia,Yield,2016,hg/ha,161364.0
Serbia,Yield,2017,hg/ha,150650.0
Serbia,Yield,2018,hg/ha,177646.0
Serbia,Yield,2019,hg/ha,191490.0
Serbia,Production,2006,tonnes,240320.0
Serbia,Production,2007,tonnes,245228.0
Serbia,Production,2008,tonnes,235601.0
Serbia,Production,2009,tonnes,281868.0
Serbia,Production,2010,tonnes,239945.0
Serbia,Production,2011,tonnes,265576.0
Serbia,Production,2012,tonnes,243987.0
Serbia,Production,2013,tonnes,458409.0
Serbia,Production,2014,tonnes,336313.0
Serbia,Production,2015,tonnes,431759.0
Serbia,Production,2016,tonnes,400473.0
Serbia,Production,2017,tonnes,378644.0
Serbia,Production,2018,tonnes,460404.0
Serbia,Production,2019,tonnes,499578.0
Serbia and Montenegro,Area harvested,2005,ha,30025.0
Serbia and Montenegro,Yield,2005,hg/ha,67312.0
Serbia and Montenegro,Production,2005,tonnes,202104.0
Slovakia,Area harvested,2005,ha,3198.0
Slovakia,Area harvested,2006,ha,3345.0
Slovakia,Area harvested,2007,ha,3244.0
Slovakia,Area harvested,2008,ha,3426.0
Slovakia,Area harvested,2009,ha,2745.0
Slovakia,Area harvested,2010,ha,2683.0
Slovakia,Area harvested,2011,ha,2294.0
Slovakia,Area harvested,2012,ha,2908.0
Slovakia,Area harvested,2013,ha,2795.0
Slovakia,Area harvested,2014,ha,2557.0
Slovakia,Area harvested,2015,ha,2376.0
Slovakia,Area harvested,2016,ha,2311.0
Slovakia,Area harvested,2017,ha,2179.0
Slovakia,Area harvested,2018,ha,2140.0
Slovakia,Area harvested,2019,ha,2060.0
Slovakia,Yield,2005,hg/ha,146967.0
Slovakia,Yield,2006,hg/ha,92006.0
Slovakia,Yield,2007,hg/ha,54636.0
Slovakia,Yield,2008,hg/ha,122017.0
Slovakia,Yield,2009,hg/ha,137301.0
Slovakia,Yield,2010,hg/ha,127525.0
Slovakia,Yield,2011,hg/ha,136683.0
Slovakia,Yield,2012,hg/ha,152961.0
Slovakia,Yield,2013,hg/ha,164397.0
Slovakia,Yield,2014,hg/ha,189652.0
Slovakia,Yield,2015,hg/ha,194655.0
Slovakia,Yield,2016,hg/ha,89667.0
Slovakia,Yield,2017,hg/ha,149050.0
Slovakia,Yield,2018,hg/ha,205280.0
Slovakia,Yield,2019,hg/ha,170825.0
Slovakia,Production,2005,tonnes,47000.0
Slovakia,Production,2006,tonnes,30776.0
Slovakia,Production,2007,tonnes,17724.0
Slovakia,Production,2008,tonnes,41803.0
Slovakia,Production,2009,tonnes,37689.0
Slovakia,Production,2010,tonnes,34215.0
Slovakia,Production,2011,tonnes,31355.0
Slovakia,Production,2012,tonnes,44481.0
Slovakia,Production,2013,tonnes,45949.0
Slovakia,Production,2014,tonnes,48494.0
Slovakia,Production,2015,tonnes,46250.0
Slovakia,Production,2016,tonnes,20722.0
Slovakia,Production,2017,tonnes,32478.0
Slovakia,Production,2018,tonnes,43930.0
Slovakia,Production,2019,tonnes,35190.0
Slovenia,Area harvested,2005,ha,3099.0
Slovenia,Area harvested,2006,ha,3099.0
Slovenia,Area harvested,2007,ha,2874.0
Slovenia,Area harvested,2008,ha,2874.0
Slovenia,Area harvested,2009,ha,2722.0
Slovenia,Area harvested,2010,ha,2765.0
Slovenia,Area harvested,2011,ha,2734.0
Slovenia,Area harvested,2012,ha,2702.0
Slovenia,Area harvested,2013,ha,2643.0
Slovenia,Area harvested,2014,ha,2545.0
Slovenia,Area harvested,2015,ha,2465.0
Slovenia,Area harvested,2016,ha,2416.0
Slovenia,Area harvested,2017,ha,2355.0
Slovenia,Area harvested,2018,ha,2330.0
Slovenia,Area harvested,2019,ha,2270.0
Slovenia,Yield,2005,hg/ha,342678.0
Slovenia,Yield,2006,hg/ha,384563.0
Slovenia,Yield,2007,hg/ha,398372.0
Slovenia,Yield,2008,hg/ha,358013.0
Slovenia,Yield,2009,hg/ha,351440.0
Slovenia,Yield,2010,hg/ha,425204.0
Slovenia,Yield,2011,hg/ha,385351.0
Slovenia,Yield,2012,hg/ha,204663.0
Slovenia,Yield,2013,hg/ha,349788.0
Slovenia,Yield,2014,hg/ha,392275.0
Slovenia,Yield,2015,hg/ha,466901.0
Slovenia,Yield,2016,hg/ha,246577.0
Slovenia,Yield,2017,hg/ha,339703.0
Slovenia,Yield,2018,hg/ha,371631.0
Slovenia,Yield,2019,hg/ha,239075.0
Slovenia,Production,2005,tonnes,106196.0
Slovenia,Production,2006,tonnes,119176.0
Slovenia,Production,2007,tonnes,114492.0
Slovenia,Production,2008,tonnes,102893.0
Slovenia,Production,2009,tonnes,95662.0
Slovenia,Production,2010,tonnes,117569.0
Slovenia,Production,2011,tonnes,105355.0
Slovenia,Production,2012,tonnes,55300.0
Slovenia,Production,2013,tonnes,92449.0
Slovenia,Production,2014,tonnes,99834.0
Slovenia,Production,2015,tonnes,115091.0
Slovenia,Production,2016,tonnes,59573.0
Slovenia,Production,2017,tonnes,80000.0
Slovenia,Production,2018,tonnes,86590.0
Slovenia,Production,2019,tonnes,54270.0
South Africa,Area harvested,2005,ha,21326.0
South Africa,Area harvested,2006,ha,20633.0
South Africa,Area harvested,2007,ha,22000.0
South Africa,Area harvested,2008,ha,23000.0
South Africa,Area harvested,2009,ha,21000.0
South Africa,Area harvested,2010,ha,20449.0
South Africa,Area harvested,2011,ha,21919.0
South Africa,Area harvested,2012,ha,22900.0
South Africa,Area harvested,2013,ha,24819.0
South Africa,Area harvested,2014,ha,20829.0
South Africa,Area harvested,2015,ha,24626.0
South Africa,Area harvested,2016,ha,23941.0
South Africa,Area harvested,2017,ha,23948.0
South Africa,Area harvested,2018,ha,21093.0
South Africa,Area harvested,2019,ha,22373.0
South Africa,Yield,2005,hg/ha,318317.0
South Africa,Yield,2006,hg/ha,307030.0
South Africa,Yield,2007,hg/ha,322014.0
South Africa,Yield,2008,hg/ha,338322.0
South Africa,Yield,2009,hg/ha,389380.0
South Africa,Yield,2010,hg/ha,354165.0
South Africa,Yield,2011,hg/ha,356368.0
South Africa,Yield,2012,hg/ha,347493.0
South Africa,Yield,2013,hg/ha,364174.0
South Africa,Yield,2014,hg/ha,373393.0
South Africa,Yield,2015,hg/ha,379426.0
South Africa,Yield,2016,hg/ha,382667.0
South Africa,Yield,2017,hg/ha,387936.0
South Africa,Yield,2018,hg/ha,393323.0
South Africa,Yield,2019,hg/ha,398685.0
South Africa,Production,2005,tonnes,678842.0
South Africa,Production,2006,tonnes,633495.0
South Africa,Production,2007,tonnes,708430.0
South Africa,Production,2008,tonnes,778141.0
South Africa,Production,2009,tonnes,817698.0
South Africa,Production,2010,tonnes,724232.0
South Africa,Production,2011,tonnes,781124.0
South Africa,Production,2012,tonnes,795758.0
South Africa,Production,2013,tonnes,903843.0
South Africa,Production,2014,tonnes,777741.0
South Africa,Production,2015,tonnes,934375.0
South Africa,Production,2016,tonnes,916143.0
South Africa,Production,2017,tonnes,929028.0
South Africa,Production,2018,tonnes,829636.0
South Africa,Production,2019,tonnes,891979.0
Spain,Area harvested,2005,ha,38974.0
Spain,Area harvested,2006,ha,37844.0
Spain,Area harvested,2007,ha,36902.0
Spain,Area harvested,2008,ha,33362.0
Spain,Area harvested,2009,ha,32715.0
Spain,Area harvested,2010,ha,31812.0
Spain,Area harvested,2011,ha,31507.0
Spain,Area harvested,2012,ha,30753.0
Spain,Area harvested,2013,ha,30800.0
Spain,Area harvested,2014,ha,30726.0
Spain,Area harvested,2015,ha,30721.0
Spain,Area harvested,2016,ha,30872.0
Spain,Area harvested,2017,ha,30550.0
Spain,Area harvested,2018,ha,29930.0
Spain,Area harvested,2019,ha,29640.0
Spain,Yield,2005,hg/ha,198648.0
Spain,Yield,2006,hg/ha,171859.0
Spain,Yield,2007,hg/ha,195431.0
Spain,Yield,2008,hg/ha,198347.0
Spain,Yield,2009,hg/ha,184007.0
Spain,Yield,2010,hg/ha,203042.0
Spain,Yield,2011,hg/ha,212735.0
Spain,Yield,2012,hg/ha,156480.0
Spain,Yield,2013,hg/ha,177403.0
Spain,Yield,2014,hg/ha,202051.0
Spain,Yield,2015,hg/ha,193220.0
Spain,Yield,2016,hg/ha,201206.0
Spain,Yield,2017,hg/ha,192155.0
Spain,Yield,2018,hg/ha,188092.0
Spain,Yield,2019,hg/ha,215533.0
Spain,Production,2005,tonnes,774210.0
Spain,Production,2006,tonnes,650384.0
Spain,Production,2007,tonnes,721178.0
Spain,Production,2008,tonnes,661724.0
Spain,Production,2009,tonnes,601979.0
Spain,Production,2010,tonnes,645918.0
Spain,Production,2011,tonnes,670264.0
Spain,Production,2012,tonnes,481223.0
Spain,Production,2013,tonnes,546400.0
Spain,Production,2014,tonnes,620823.0
Spain,Production,2015,tonnes,593592.0
Spain,Production,2016,tonnes,621164.0
Spain,Production,2017,tonnes,587034.0
Spain,Production,2018,tonnes,562960.0
Spain,Production,2019,tonnes,638840.0
Sweden,Area harvested,2005,ha,1440.0
Sweden,Area harvested,2006,ha,1600.0
Sweden,Area harvested,2007,ha,1400.0
Sweden,Area harvested,2008,ha,1400.0
Sweden,Area harvested,2009,ha,1500.0
Sweden,Area harvested,2010,ha,1500.0
Sweden,Area harvested,2011,ha,1310.0
Sweden,Area harvested,2012,ha,1500.0
Sweden,Area harvested,2013,ha,1400.0
Sweden,Area harvested,2014,ha,1290.0
Sweden,Area harvested,2015,ha,1330.0
Sweden,Area harvested,2016,ha,1540.0
Sweden,Area harvested,2017,ha,1400.0
Sweden,Area harvested,2018,ha,1410.0
Sweden,Area harvested,2019,ha,1520.0
Sweden,Yield,2005,hg/ha,122799.0
Sweden,Yield,2006,hg/ha,150000.0
Sweden,Yield,2007,hg/ha,150000.0
Sweden,Yield,2008,hg/ha,158571.0
Sweden,Yield,2009,hg/ha,140000.0
Sweden,Yield,2010,hg/ha,156667.0
Sweden,Yield,2011,hg/ha,157893.0
Sweden,Yield,2012,hg/ha,155933.0
Sweden,Yield,2013,hg/ha,195714.0
Sweden,Yield,2014,hg/ha,190543.0
Sweden,Yield,2015,hg/ha,190602.0
Sweden,Yield,2016,hg/ha,170649.0
Sweden,Yield,2017,hg/ha,158071.0
Sweden,Yield,2018,hg/ha,217092.0
Sweden,Yield,2019,hg/ha,146118.0
Sweden,Production,2005,tonnes,17683.0
Sweden,Production,2006,tonnes,24000.0
Sweden,Production,2007,tonnes,21000.0
Sweden,Production,2008,tonnes,22200.0
Sweden,Production,2009,tonnes,21000.0
Sweden,Production,2010,tonnes,23500.0
Sweden,Production,2011,tonnes,20684.0
Sweden,Production,2012,tonnes,23390.0
Sweden,Production,2013,tonnes,27400.0
Sweden,Production,2014,tonnes,24580.0
Sweden,Production,2015,tonnes,25350.0
Sweden,Production,2016,tonnes,26280.0
Sweden,Production,2017,tonnes,22130.0
Sweden,Production,2018,tonnes,30610.0
Sweden,Production,2019,tonnes,22210.0
Switzerland,Area harvested,2005,ha,4315.0
Switzerland,Area harvested,2006,ha,4280.0
Switzerland,Area harvested,2007,ha,4235.0
Switzerland,Area harvested,2008,ha,4195.0
Switzerland,Area harvested,2009,ha,4226.0
Switzerland,Area harvested,2010,ha,4218.0
Switzerland,Area harvested,2011,ha,4187.0
Switzerland,Area harvested,2012,ha,4138.0
Switzerland,Area harvested,2013,ha,3993.0
Switzerland,Area harvested,2014,ha,3894.0
Switzerland,Area harvested,2015,ha,3863.0
Switzerland,Area harvested,2016,ha,3854.0
Switzerland,Area harvested,2017,ha,3806.0
Switzerland,Area harvested,2018,ha,3786.0
Switzerland,Area harvested,2019,ha,3736.0
Switzerland,Yield,2005,hg/ha,493618.0
Switzerland,Yield,2006,hg/ha,605853.0
Switzerland,Yield,2007,hg/ha,649166.0
Switzerland,Yield,2008,hg/ha,607597.0
Switzerland,Yield,2009,hg/ha,594070.0
Switzerland,Yield,2010,hg/ha,478049.0
Switzerland,Yield,2011,hg/ha,782183.0
Switzerland,Yield,2012,hg/ha,564418.0
Switzerland,Yield,2013,hg/ha,526243.0
Switzerland,Yield,2014,hg/ha,594101.0
Switzerland,Yield,2015,hg/ha,554621.0
Switzerland,Yield,2016,hg/ha,589777.0
Switzerland,Yield,2017,hg/ha,383248.0
Switzerland,Yield,2018,hg/ha,783883.0
Switzerland,Yield,2019,hg/ha,507832.0
Switzerland,Production,2005,tonnes,212996.0
Switzerland,Production,2006,tonnes,259305.0
Switzerland,Production,2007,tonnes,274922.0
Switzerland,Production,2008,tonnes,254887.0
Switzerland,Production,2009,tonnes,251054.0
Switzerland,Production,2010,tonnes,201641.0
Switzerland,Production,2011,tonnes,327500.0
Switzerland,Production,2012,tonnes,233556.0
Switzerland,Production,2013,tonnes,210129.0
Switzerland,Production,2014,tonnes,231343.0
Switzerland,Production,2015,tonnes,214250.0
Switzerland,Production,2016,tonnes,227300.0
Switzerland,Production,2017,tonnes,145864.0
Switzerland,Production,2018,tonnes,296778.0
Switzerland,Production,2019,tonnes,189726.0
Syrian Arab Republic,Area harvested,2005,ha,33370.0
Syrian Arab Republic,Area harvested,2006,ha,34720.0
Syrian Arab Republic,Area harvested,2007,ha,32320.0
Syrian Arab Republic,Area harvested,2008,ha,33600.0
Syrian Arab Republic,Area harvested,2009,ha,35500.0
Syrian Arab Republic,Area harvested,2010,ha,50662.0
Syrian Arab Republic,Area harvested,2011,ha,51757.0
Syrian Arab Republic,Area harvested,2012,ha,50632.0
Syrian Arab Republic,Area harvested,2013,ha,53180.0
Syrian Arab Republic,Area harvested,2014,ha,53275.0
Syrian Arab Republic,Area harvested,2015,ha,48552.0
Syrian Arab Republic,Area harvested,2016,ha,50049.0
Syrian Arab Republic,Area harvested,2017,ha,52130.0
Syrian Arab Republic,Area harvested,2018,ha,52231.0
Syrian Arab Republic,Area harvested,2019,ha,51933.0
Syrian Arab Republic,Yield,2005,hg/ha,88720.0
Syrian Arab Republic,Yield,2006,hg/ha,107814.0
Syrian Arab Republic,Yield,2007,hg/ha,86710.0
Syrian Arab Republic,Yield,2008,hg/ha,107351.0
Syrian Arab Republic,Yield,2009,hg/ha,101684.0
Syrian Arab Republic,Yield,2010,hg/ha,77602.0
Syrian Arab Republic,Yield,2011,hg/ha,59462.0
Syrian Arab Republic,Yield,2012,hg/ha,68962.0
Syrian Arab Republic,Yield,2013,hg/ha,48254.0
Syrian Arab Republic,Yield,2014,hg/ha,74680.0
Syrian Arab Republic,Yield,2015,hg/ha,71644.0
Syrian Arab Republic,Yield,2016,hg/ha,68894.0
Syrian Arab Republic,Yield,2017,hg/ha,59272.0
Syrian Arab Republic,Yield,2018,hg/ha,91255.0
Syrian Arab Republic,Yield,2019,hg/ha,55180.0
Syrian Arab Republic,Production,2005,tonnes,296057.0
